domain,url_length,url_shortserv,url_@_present,url_spec_char_count,sec_words_present,digit_count,http_count,url_dot_count,dom_hyphen_count,ip_present,url_dom_prefix,url_subdom_count,url_redirect,url_exe_present,dom_age,dom_reg,dns_record,web_traffic,page_ranking,google_index,label
facebook.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
gbo-service.in.ua,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
en.wikipedia.org,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
alert-pay-hali.com,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
ee-ukbillingupdate.net,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
vieuxshack.com,1,0,0,16,2,104,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
ijarcsse.com,1,0,0,11,1,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pcmag.com,0,0,0,5,0,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
fedner.net,1,0,0,15,3,88,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
amozon.co.jp.sing-ameonaz.top,0,0,0,4,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
webchat.freenode.net,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
textfilesplitter.org,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
sihle.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
vieuxshack.com,0,0,0,6,0,26,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
docs.google.com,1,0,0,12,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
techapple.net,1,0,0,7,0,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
broad-medicine.com,1,0,0,36,2,62,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
normativaeuropea-aggiornata.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
secure-accountslogin.com,0,0,0,4,3,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1
twsport.com.tw,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
dsubluehawks.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
areaofficeonaging-auth.ml,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
stremio.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
alertpayee-secure.com,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
whatilovedtoday.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
appstate.edu,1,0,0,6,0,7,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
omsd-auth-net.cf,0,0,0,6,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
edtech.mybusybee.net,0,0,1,6,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
caseguridad.cl,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
healthline.com,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
pairednewdevice.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
fttechtips.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
vhs.link,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
discogs.com,0,0,0,5,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
abandonedspaces.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
moz.com,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
kserasera.com,1,0,0,15,4,31,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
payments-uber.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
brainmetrix.com,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
sosanhgia.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
advance-africa.com,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
savethechildren.org,1,0,0,9,0,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
npic.orst.edu,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
adjoint-law.tumblr.com,0,0,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
publishroom.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
osxdaily.com,0,0,0,8,0,8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
downloadsarab.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
askapache.com,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
confirmmydetails.com,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
halodoc.com,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ecopanaderia.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
resort-manzanet-hotel.myshopify.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
brusselsarport.be,0,0,0,5,2,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
youtube.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
americanvan.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tiny.cc,0,1,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
netflix-info-renew-billing.com,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
otto-junker.com,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
bellsoouatnetntatt.weebly.com,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
facebook.com,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
wikihow.com,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
connectingthreads.com,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
seeitourway.gq,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
manaplas.com,0,0,0,5,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
caycos.beispielseite-wmka.de,1,0,1,10,2,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1
clouddoc-authorize.firebaseapp.com,0,0,0,5,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1
azlyrics.com,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
mcgill.ca,1,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
updateinformationuk.com,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
brusselsarport.be,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
payee.id,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
justice.gov,1,0,0,5,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
urbandharma.org,1,0,0,8,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
researchgate.net,1,0,0,10,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
petnet.hu,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
mathworksheets4kids.com,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
spkfod.coms.cso.gov.tt,0,0,0,5,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
1stdibs.com,1,0,0,10,0,8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
netflix.help.com.u1254011.cp.regruhosting.ru,0,0,0,5,1,7,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
webster-dictionary.org,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
redditery.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
project-seminars.com,1,0,0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
bit.ly,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
access004app.000webhostapp.com,0,0,0,5,2,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
sufurriadroxu.it,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
newspinpubg.net,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
ebay.co.uk,0,0,0,5,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
pestnet.com,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
infosecwriters.com,1,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tutorialspoint.com,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
celiamay.com,1,0,0,27,2,14,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
webmddc.org,1,0,0,25,1,14,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
silitrade-my.sharepoint.com,1,1,0,27,3,63,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
reclaim-hmrc-tax.com,0,1,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
amazon.de.signin.verification.openid.5935156.globthirsgare.cf,1,0,0,10,1,29,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
delhiescort69.com,1,0,0,10,2,6,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
paymentauth-payees.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
vieuxshack.com,1,0,0,16,2,93,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
petitcitron.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
guiadoexcel.com.br,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
playmeo.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
olx-b.pl,0,0,0,6,0,8,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
docs.google.com,1,0,0,12,0,8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
openclipart.org,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
bit.ly,0,1,0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
ftp.memorialpetroniopinheiro.com.br,1,0,0,8,0,23,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
thefurnittuureplace.business.site,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
forums.techguy.org,0,0,0,6,0,8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
ehow.com,0,0,0,6,0,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
alteredgamer.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
services.runascape.com-ro.ru,1,0,0,6,1,21,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
user.dyfhu.xyz,0,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
nocontent-vvvppxqo.velocityhub.com,1,0,0,6,0,19,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
mail.igvc.link,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
maicoin-exchange.000webhostapp.com,0,0,0,4,0,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
clouddoc-authorize.firebaseapp.com,0,0,0,5,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1
ee-billingpaymentupdate.com,1,0,0,8,2,20,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
howtogeek.com,1,0,0,6,0,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
irequest-beneficiary-removal.com,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
ftp.mixi.guru,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
teachvlearn.com,0,0,0,10,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
microsoft.igvc.link,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
tumblr.com,1,0,0,6,1,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
user-restore.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
wikihow.com,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
halifax-uk.appcancel-plc.com,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
dictionary.babylon-software.com,0,0,0,5,0,2,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
igvc.link,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
vieuxshack.com,0,0,0,6,0,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2eeca221b8.nxcli.net,0,0,0,6,1,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
corporateoffice.com,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
secure-me-halifax.com,0,1,0,4,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
motiondsp.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
en.wikipedia.org,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
pixelyoursite.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
newworldencyclopedia.org,0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
institutpadma.fr,1,0,0,11,0,17,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
customer-packageinfos.net.u1276455.cp.regruhosting.ru,1,0,0,8,0,11,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
logoinfos.wixsite.com,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
chicchicdiy.com,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
btinternetmailzcbvagsdas.yolasite.com,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
14899995-dot-integrating-ionos-zipp.ue.r.appspot.com,1,1,1,4,0,8,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1
xjmr7.mjt.lu,1,0,0,10,0,19,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
creatingcottage.blogspot.com,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
bit.ly,0,1,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
teslafit.stg.thebrain4web.com,1,0,0,13,2,28,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
mobile-updates-halifax.com,0,1,0,4,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
en.wikipedia.org,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
sakenin.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
newlifeschooloftheology.com,1,0,0,7,0,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
141.193.196.75:84,0,0,0,6,1,17,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
dry.sailingissues.com,0,0,0,4,2,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
duemiglia.evoluzioneufficio.net,1,0,0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
authenticate-new-device.com,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
baohiemxahoidientu.vn,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
lokmat.com,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
audioenglish.org,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
kj.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
gtaplanet.de,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
verify-yournew-payee.com,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
cablestogo.com,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
videobigo.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
bleacherreport.com,1,1,0,5,1,11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
nirvanacompass.com,0,0,0,8,1,9,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
linux.die.net,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
data.worldbank.org,0,0,0,5,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
newworldencyclopedia.org,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
assignmentpoint.com,0,1,0,6,1,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
communicourt-my.sharepoint.com,1,1,0,24,3,77,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
forms.office.com,1,0,0,7,0,5,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
queryshark.blogspot.com,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
codashop-ph2020.ezua.com,0,0,0,6,1,4,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
youtube.com,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
grouper.ieee.org,1,0,0,13,0,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
iclasspro.com,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
ee-updatebilling-information.com,0,0,0,4,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
en.wikipedia.org,0,0,0,5,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
play.google.com,0,0,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
expat-dakar.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
wikitravel.org,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
sharesbyte.com,1,0,0,7,1,54,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
ebay.hvacmania.com,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
visitislesofscilly.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
onlineradiotuner.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
amazon-mz.best,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
csgnetwork.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
hkagc.com,1,0,0,10,0,6,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
francetesta.com,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
olidooo.waca.tw,0,0,0,6,0,5,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
panynj.gov,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
boilersupplies.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
facebook-03.tk,0,0,0,4,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
urbandictionary.com,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
security-online-stop.com,0,0,0,4,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
otomoto-h229.net,0,0,0,4,0,3,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
link.upnyk.ac.id,0,0,0,4,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
irequest-beneficiary-removal.com,0,0,0,5,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
alert-pay-hali.com,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
ru.wikipedia.org,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
yyyy123.yolasite.com,0,0,0,4,0,3,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
ee-updatebillalert.com,0,1,0,4,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
sotio.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
spked.de,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
elecdude.com,0,0,0,6,0,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
zotero.org,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
etransfer.interac.com.switchtel.net,0,0,0,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
bordsysteme.tu-dortmund.de,1,0,0,13,0,12,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0
grundschulkoenig.de,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
newpayee-deauthorise-secure.app,0,0,0,4,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
facebook.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
account-services-login.chinookoms.com,1,0,0,20,3,22,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1
busanopen.org,0,0,0,6,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
hdofasheville.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
mathportal.org,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
paymentauth-payeer.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
commons.wikimedia.org,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
dummies.com,1,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
dev.klinikmatanusantara.com,0,0,0,8,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
ffff11.yolasite.com,0,0,0,4,0,2,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
security-payee-cancellation.com,0,0,0,4,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
rogerebert.com,0,1,0,5,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
unitus.mk.ua,1,0,0,15,1,5,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
appshopper.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
globaleventpubgm.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
rb.gy,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
aws.amazon.com,1,0,0,7,0,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
apesigam.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
merriam-webster.com,0,0,0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
civiccu.com,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
spk-hauptfiliale.de,0,0,0,4,0,17,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
gyu-kaku.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
bodemerauto.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
libertyshield.com,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
o2-service-account.com,0,1,0,4,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
eeonline-uk.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
youtube.com,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
natwest.personal-login-online.com,0,0,0,4,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
searchmobilecomputing.techtarget.com,0,1,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
roberthalf.com,1,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
en.wiktionary.org,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
daqiancm.com,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
myo2-billing-error83.com,0,0,0,4,0,3,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
o2service-centre.com,0,0,0,4,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
storage.ning.com,0,0,0,10,0,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
disetabne.files.wordpress.com,1,0,0,6,1,7,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
online-devicemanagement.com,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
empresas-lnterbankperu.com,0,0,0,5,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
vieuxshack.com,1,0,0,16,2,98,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
licensekeysfree.org,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
cancelpayee-help.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
monstercarp.rn86.ru,1,0,0,5,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
felix.neocities.org,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
sharecare.com,1,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
pierrecaro714.wixsite.com,0,0,0,4,0,3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
github.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
unclejohn.in,1,0,0,19,2,34,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
pastelink.net,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
downloads.monoprice.com,0,0,0,8,0,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
microsoft.igvc.link,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
relitechinfosys.com,0,0,0,7,0,17,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
musikexpress.de,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
honeycolony.com,0,0,0,6,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
ladnefelgi.pl,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
luckyspinpubgmobilemetro.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
logintelegra.xyz,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
